Argus v5 (macro + geo-mean K-fold + event delay + slippage) — run v5, budget 10 min, seed 42

Data: 3951 bars, 71 curated events, 3951 macro rows
Train: 2010-08-18 → 2022-12-31 (2602 bars, 7.1yr)
Test:  2023-01-01 → 2026-09-10 (1349 bars, 3.7yr)
Precomputed: indicators + event-state (1d delay) + macro state

Buy-hold train: $1000 → $236320000
Buy-hold test:  $1000 → $4702

K-fold: 4 folds within train slice
  Fold 0: 2010-08-18 → 2017-08-27 (650 bars)
  Fold 1: 2017-08-28 → 2019-06-08 (650 bars)
  Fold 2: 2019-06-09 → 2021-03-19 (650 bars)
  Fold 3: 2021-03-20 → 2022-12-31 (652 bars)

Gen    1 | fit   1.116 | fold Calmar  3.67/ 5.25/ 1.70/ 0.05 | fold DD  4/ 0/ 3/ 1%
Gen  891 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  896 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  901 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  906 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  911 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  916 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  921 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  926 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  931 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  936 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  941 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  946 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  951 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  956 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  961 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  966 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  971 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  976 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  981 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  986 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  991 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen  996 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1001 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1006 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1011 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1016 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1021 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1026 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1031 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1036 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1041 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1046 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1051 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1056 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1061 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1066 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1071 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1076 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1081 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1086 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1091 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1096 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1101 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1106 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1111 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1116 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1121 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1126 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1131 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1136 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1141 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1146 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1151 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1156 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1161 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1166 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1171 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1176 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1181 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1186 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1191 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1196 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1201 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1206 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1211 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1216 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1221 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1226 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1231 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1236 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1241 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1246 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1251 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1256 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1261 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1266 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1271 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1276 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1281 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1286 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1291 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1296 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1301 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1306 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1311 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1316 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1321 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1326 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1331 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1336 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1341 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1346 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1351 | fit   8.238 | fold Calmar 27.84/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1356 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1361 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1366 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1371 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1376 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1381 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1386 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1391 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1396 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1401 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1406 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1411 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1416 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1421 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1426 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1431 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1436 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1441 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1446 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1451 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1456 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1461 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1466 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1471 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1476 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1481 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1486 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1491 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1496 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1501 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1506 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1511 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1516 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1521 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1526 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1531 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1536 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1541 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1546 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1551 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1556 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1561 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1566 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1571 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1576 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1581 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1586 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1591 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1596 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1601 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1606 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1611 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1616 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1621 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1626 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1631 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1636 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1641 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1646 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1651 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1656 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1661 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1666 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1671 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1676 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1681 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1686 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1691 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1696 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1701 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1706 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1711 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1716 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1721 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1726 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1731 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1736 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1741 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1746 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1751 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1756 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1761 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1766 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1771 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1776 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1781 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1786 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1791 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1796 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1801 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1806 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1811 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1816 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1821 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1826 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1831 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1836 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1841 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1846 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1851 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1856 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1861 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1866 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1871 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1876 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1881 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1886 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1891 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1896 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1901 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1906 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1911 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1916 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1921 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1926 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1931 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1936 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1941 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
Gen 1946 | fit   8.238 | fold Calmar 27.85/ 4.59/12.55/ 2.87 | fold DD 22/ 7/ 8/ 5%
